,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
773,2013-06-28,870.93,915.13,931.12,852.12,926644,909148144.0,8.97,3.95,34.8,1.87
774,2013-07-01,900.08,894.44,913.25,865.28,800197,775396048.0,5.24,-2.26,-20.69,1.61
775,2013-07-02,897.26,880.33,899.14,858.7,813754,776186592.0,4.52,-1.58,-14.11,1.64
776,2013-07-03,875.63,854.94,875.63,849.29,771158,723582000.0,2.99,-2.88,-25.39,1.55
777,2013-07-04,844.59,858.7,877.51,824.84,805160,750347520.0,6.16,0.44,3.76,1.62
778,2013-07-05,856.82,858.7,877.51,855.88,641446,606232512.0,2.52,0.0,0.0,1.29
779,2013-07-08,840.83,822.96,848.35,821.08,595007,542811648.0,3.18,-4.16,-35.74,1.2
780,2013-07-09,824.84,823.9,834.25,821.08,512151,463017600.0,1.6,0.11,0.94,1.03
781,2013-07-10,824.84,861.52,861.52,822.96,747242,686265856.0,4.68,4.57,37.62,1.5
782,2013-07-11,870.93,949.93,949.93,870.93,1733611,1737228160.0,9.17,10.26,88.41,3.49
783,2013-07-12,964.98,949.93,996.96,942.41,2118544,2237236032.0,5.74,0.0,0.0,4.26
784,2013-07-15,964.98,965.92,989.44,921.72,1341659,1397980256.0,7.13,1.68,15.99,2.7
785,2013-07-16,950.87,953.7,959.34,931.12,1016228,1045499600.0,2.92,-1.27,-12.22,2.05
786,2013-07-17,952.76,931.12,961.22,927.36,673689,691750080.0,3.55,-2.37,-22.58,1.36
787,2013-07-18,925.48,901.03,934.89,897.26,806687,798982768.0,4.04,-3.23,-30.09,1.62
788,2013-07-19,901.03,864.34,908.55,862.46,827368,797155408.0,5.12,-4.07,-36.69,1.67
789,2013-07-22,845.53,863.4,870.93,835.19,658377,613752240.0,4.13,-0.11,-0.94,1.33
790,2013-07-23,868.11,914.19,940.53,862.46,1247443,1234752064.0,9.04,5.88,50.79,2.51
791,2013-07-24,898.2,895.38,906.67,875.63,899722,872706960.0,3.4,-2.06,-18.81,1.81
792,2013-07-25,898.2,900.08,919.84,889.74,689874,681137680.0,3.36,0.52,4.7,1.39
793,2013-07-26,890.68,884.1,895.38,875.63,465051,448749600.0,2.19,-1.78,-15.98,0.94
794,2013-07-29,868.11,862.46,872.81,857.76,498130,469746112.0,1.7,-2.45,-21.64,1.0
795,2013-07-30,870.93,887.86,911.37,867.17,674541,655829216.0,5.12,2.95,25.4,1.36
796,2013-07-31,900.08,879.39,917.01,875.63,454469,442922512.0,4.66,-0.95,-8.47,0.91
797,2013-08-01,893.5,910.43,910.43,881.27,762750,748544176.0,3.32,3.53,31.04,1.54
798,2013-08-02,919.84,901.03,927.36,898.2,577417,571090992.0,3.2,-1.03,-9.4,1.16
799,2013-08-05,901.03,912.31,912.31,896.32,531431,524425088.0,1.77,1.25,11.28,1.07
800,2013-08-06,905.73,910.43,917.96,897.26,596180,588829760.0,2.27,-0.21,-1.88,1.2
801,2013-08-07,906.67,911.37,929.24,903.85,743764,743841168.0,2.79,0.1,0.94,1.5
802,2013-08-08,904.79,907.61,922.66,901.97,545859,542967008.0,2.27,-0.41,-3.76,1.1
803,2013-08-09,915.13,903.85,919.84,894.44,497634,491213376.0,2.8,-0.41,-3.76,1.0
804,2013-08-12,906.67,948.99,960.28,903.85,1348363,1373703616.0,6.24,4.99,45.14,2.71
805,2013-08-13,947.11,964.98,970.63,941.47,1203497,1252254432.0,3.07,1.68,15.99,2.42
806,2013-08-14,965.92,958.4,996.02,953.7,1164745,1237080464.0,4.39,-0.68,-6.58,2.34
807,2013-08-15,957.46,936.77,966.86,934.89,586757,605654336.0,3.34,-2.26,-21.63,1.18
808,2013-08-16,934.89,972.51,1032.7,918.9,2531434,2723081520.0,12.15,3.82,35.74,5.09
809,2013-08-19,938.65,992.26,1007.31,938.65,1585604,1677377440.0,7.06,2.03,19.75,3.19
810,2013-08-20,984.73,1012.01,1035.52,973.45,1531867,1676956560.0,6.26,1.99,19.75,3.08
811,2013-08-21,1009.19,1003.55,1021.42,988.5,626805,682275392.0,3.25,-0.84,-8.46,1.26
812,2013-08-22,998.84,1007.31,1035.52,994.14,790807,874059824.0,4.12,0.37,3.76,1.59
813,2013-08-23,1007.31,976.27,1018.59,959.34,1043961,1116168176.0,5.88,-3.08,-31.04,2.1
814,2013-08-26,977.21,1002.61,1007.31,964.98,743274,803066320.0,4.34,2.7,26.34,1.5
815,2013-08-27,1001.66,1000.72,1013.89,989.44,586884,638179744.0,2.44,-0.19,-1.89,1.18
816,2013-08-28,987.56,977.21,996.96,967.8,682203,728468800.0,2.91,-2.35,-23.51,1.37
817,2013-08-29,993.2,978.15,1001.66,974.39,551253,590423920.0,2.79,0.1,0.94,1.11
818,2013-08-30,968.75,975.33,997.9,966.86,520291,555844992.0,3.17,-0.29,-2.82,1.05
819,2013-09-02,987.56,988.5,996.02,977.21,500232,537024096.0,1.93,1.35,13.17,1.01
820,2013-09-03,992.26,1030.82,1030.82,985.68,1157572,1276796976.0,4.57,4.28,42.32,2.33
821,2013-09-04,1027.06,1019.53,1049.63,1016.71,892620,1001844640.0,3.19,-1.1,-11.29,1.8
822,2013-09-05,1019.53,1014.83,1024.24,1010.13,343230,379657104.0,1.38,-0.46,-4.7,0.69
823,2013-09-09,1038.35,1118.29,1118.29,1038.35,2204494,2639382240.0,7.88,10.19,103.46,4.44
824,2013-09-10,1145.57,1147.45,1167.2,1105.13,2085294,2574801568.0,5.55,2.61,29.16,4.2
825,2013-09-11,1143.69,1170.96,1214.23,1124.88,1708230,2186675904.0,7.79,2.05,23.51,3.44
826,2013-09-12,1154.97,1244.33,1281.01,1143.69,1830540,2418432400.0,11.73,6.27,73.37,3.68
827,2013-09-13,1221.75,1219.87,1265.96,1202.94,1191320,1587326736.0,5.06,-1.97,-24.46,2.4
828,2013-09-16,1220.81,1218.93,1260.32,1169.08,1434366,1874388800.0,7.48,-0.08,-0.94,2.89
829,2013-09-17,1214.23,1180.37,1234.92,1176.61,940026,1224996832.0,4.78,-3.16,-38.56,1.89
830,2013-09-18,1176.61,1180.37,1199.18,1154.03,617003,786897824.0,3.83,0.0,0.0,1.24
831,2013-09-23,1181.31,1188.83,1197.3,1164.38,723795,928672800.0,2.79,0.72,8.46,1.46
832,2013-09-24,1186.95,1131.46,1187.89,1103.24,1456189,1786488320.0,7.12,-4.83,-57.37,2.93
833,2013-09-25,1123.0,1108.89,1148.39,1104.18,779931,949782704.0,3.91,-1.99,-22.57,1.57
834,2013-09-26,1102.3,1074.09,1102.3,1059.04,860712,1002417072.0,3.9,-3.14,-34.8,1.73
835,2013-09-27,1071.27,1096.66,1107.01,1068.44,687520,810756848.0,3.59,2.1,22.57,1.38
836,2013-09-30,1096.66,1094.78,1109.83,1089.14,373602,445333344.0,1.89,-0.17,-1.88,0.75
837,2013-10-08,1094.78,1125.82,1138.04,1059.98,737575,888899056.0,7.13,2.84,31.04,1.48
838,2013-10-09,1117.35,1157.8,1176.61,1107.95,844084,1054297728.0,6.1,2.84,31.98,1.7
839,2013-10-10,1162.5,1132.4,1176.61,1124.88,776268,967348784.0,4.47,-2.19,-25.4,1.56
840,2013-10-11,1144.63,1170.96,1179.43,1139.93,922987,1165261984.0,3.49,3.41,38.56,1.86
841,2013-10-14,1162.5,1152.15,1170.96,1150.27,552939,693548128.0,1.77,-1.61,-18.81,1.11
842,2013-10-15,1152.15,1125.82,1153.09,1118.29,484463,594407024.0,3.02,-2.29,-26.33,0.98
843,2013-10-16,1120.17,1107.01,1121.11,1099.48,452396,544119392.0,1.92,-1.67,-18.81,0.91
844,2013-10-17,1118.29,1106.07,1128.64,1106.07,313616,378747296.0,2.04,-0.08,-0.94,0.63
845,2013-10-18,1107.01,1124.88,1147.45,1102.3,515653,631501168.0,4.08,1.7,18.81,1.04
846,2013-10-21,1125.82,1137.1,1141.81,1107.95,603013,736781232.0,3.01,1.09,12.22,1.21
847,2013-10-22,1132.4,1110.77,1132.4,1107.01,514900,623986656.0,2.23,-2.32,-26.33,1.04
848,2013-10-23,1122.06,1160.62,1215.17,1121.11,1543357,1957187888.0,8.47,4.49,49.85,3.11
849,2013-10-24,1163.44,1200.12,1214.23,1143.69,1477784,1909977920.0,6.08,3.4,39.5,2.97
850,2013-10-25,1193.54,1240.56,1275.37,1186.95,1441107,1935859104.0,7.37,3.37,40.44,2.9
851,2013-10-28,1237.74,1212.35,1239.62,1197.3,878763,1154607552.0,3.41,-2.27,-28.21,1.77
852,2013-10-29,1214.23,1305.46,1331.8,1214.23,2141540,2981260816.0,9.7,7.68,93.11,4.31
853,2013-10-30,1294.18,1331.8,1340.26,1276.31,1325822,1871874560.0,4.9,2.02,26.34,2.67
854,2013-10-31,1317.69,1284.77,1324.27,1270.66,1112969,1558479712.0,4.03,-3.53,-47.03,2.24
855,2013-11-01,1282.89,1281.95,1304.52,1261.26,844922,1175747328.0,3.37,-0.22,-2.82,1.7
856,2013-11-04,1292.3,1252.79,1302.64,1244.33,739668,1013876784.0,4.55,-2.27,-29.16,1.49
857,2013-11-05,1228.34,1262.2,1265.02,1196.36,987035,1305185648.0,5.48,0.75,9.41,1.99
858,2013-11-06,1238.68,1214.23,1245.27,1205.76,715289,951290016.0,3.13,-3.8,-47.97,1.44
859,2013-11-07,1219.87,1225.52,1243.39,1209.53,686504,913998384.0,2.79,0.93,11.29,1.38
860,2013-11-08,1209.53,1231.16,1250.91,1207.65,720082,958253488.0,3.53,0.46,5.64,1.45
861,2013-11-11,1231.16,1237.74,1250.91,1209.53,615851,823194160.0,3.36,0.53,6.58,1.24
862,2013-11-12,1238.68,1298.88,1303.58,1238.68,1087326,1510757328.0,5.24,4.94,61.14,1.95
863,2013-11-13,1281.95,1231.16,1287.59,1225.52,826422,1127155616.0,4.78,-5.21,-67.72,1.48
864,2013-11-14,1223.63,1213.29,1233.98,1197.3,964413,1262294176.0,2.98,-1.45,-17.87,1.73
865,2013-11-15,1217.05,1233.98,1272.54,1205.76,967030,1306569808.0,5.5,1.71,20.69,1.73
866,2013-11-18,1245.27,1302.64,1307.34,1223.63,1281562,1761157744.0,6.78,5.56,68.66,2.3
867,2013-11-19,1297.94,1277.25,1305.46,1272.54,835384,1161254240.0,2.53,-1.95,-25.39,1.5
868,2013-11-20,1294.18,1293.24,1312.99,1270.66,705238,984763584.0,3.31,1.25,15.99,1.26
869,2013-11-21,1281.95,1288.53,1290.41,1245.27,944674,1289349312.0,3.49,-0.36,-4.71,1.69
870,2013-11-22,1282.89,1263.14,1284.77,1263.14,538784,741591600.0,1.68,-1.97,-25.39,0.97
871,2013-11-25,1237.74,1247.15,1274.42,1233.98,532329,722870928.0,3.2,-1.27,-15.99,0.95
872,2013-11-26,1247.15,1244.33,1259.38,1237.74,392020,528774480.0,1.74,-0.23,-2.82,0.7
873,2013-11-27,1238.68,1253.73,1277.25,1234.92,576657,783820160.0,3.4,0.76,9.4,1.03
874,2013-11-28,1253.73,1258.44,1274.42,1250.91,619040,845915744.0,1.88,0.38,4.71,1.11
875,2013-11-29,1275.37,1256.55,1283.83,1252.79,620163,850388528.0,2.47,-0.15,-1.89,1.11
876,2013-12-02,1260.32,1270.66,1299.82,1251.85,1222332,1682918352.0,3.82,1.12,14.11,2.19
877,2013-12-03,1264.08,1250.91,1277.25,1228.34,802436,1081622688.0,3.85,-1.55,-19.75,1.44
878,2013-12-04,1247.15,1256.55,1280.07,1233.98,891805,1217121584.0,3.68,0.45,5.64,1.6
879,2013-12-05,1254.67,1240.56,1258.44,1234.92,607480,818132160.0,1.87,-1.27,-15.99,1.09
880,2013-12-06,1244.33,1227.4,1245.27,1222.69,481103,640155440.0,1.82,-1.06,-13.16,0.86
881,2013-12-09,1228.34,1217.99,1236.8,1217.05,418045,553192464.0,1.61,-0.77,-9.41,0.75
882,2013-12-10,1228.34,1227.4,1232.1,1218.93,324034,429632576.0,1.08,0.77,9.41,0.58
883,2013-12-11,1218.93,1185.07,1222.69,1170.02,925204,1192542528.0,4.29,-3.45,-42.33,1.66
884,2013-12-12,1172.85,1173.79,1187.89,1168.14,398062,507708736.0,1.67,-0.95,-11.28,0.71
885,2013-12-13,1170.02,1157.8,1170.96,1148.39,430344,540933936.0,1.92,-1.36,-15.99,0.77
886,2013-12-16,1153.09,1176.61,1184.13,1153.09,555668,704816720.0,2.68,1.62,18.81,1.0
887,2013-12-17,1180.37,1173.79,1188.83,1164.38,367680,470046208.0,2.08,-0.24,-2.82,0.66
888,2013-12-18,1171.9,1177.55,1186.01,1167.2,232740,296740176.0,1.6,0.32,3.76,0.42
889,2013-12-19,1179.43,1153.09,1186.01,1153.09,356201,450676320.0,2.8,-2.08,-24.46,0.64
890,2013-12-20,1154.03,1097.6,1160.62,1097.6,681334,826323824.0,5.47,-4.81,-55.49,1.22
891,2013-12-23,1098.54,1101.36,1123.0,1087.25,412153,495535280.0,3.26,0.34,3.76,0.74
892,2013-12-24,1106.07,1077.85,1117.35,1068.44,519365,617009184.0,4.44,-2.13,-23.51,0.93
893,2013-12-25,1077.85,1079.73,1086.31,1061.86,505899,589596288.0,2.27,0.17,1.88,0.91
894,2013-12-26,1077.85,1054.34,1077.85,1052.45,402301,463847184.0,2.35,-2.35,-25.39,0.72
895,2013-12-27,1055.28,1082.55,1095.72,1052.45,630662,733105808.0,4.1,2.68,28.21,1.13
896,2013-12-30,1086.31,1081.61,1091.96,1077.85,435745,512282784.0,1.3,-0.09,-0.94,0.78
897,2013-12-31,1080.67,1129.58,1142.75,1073.15,826864,1002632464.0,6.43,4.44,47.97,1.48
898,2014-01-02,1117.35,1127.7,1134.28,1110.77,489911,596223744.0,2.08,-0.17,-1.88,0.88
899,2014-01-03,1120.17,1099.48,1121.11,1085.37,551115,656631296.0,3.17,-2.5,-28.22,0.99
900,2014-01-06,1095.72,1075.03,1106.07,1059.04,582118,679280384.0,4.28,-2.22,-24.45,1.04
901,2014-01-07,1061.86,1071.27,1083.49,1059.98,338407,393977584.0,2.19,-0.35,-3.76,0.61
902,2014-01-08,1072.21,1083.49,1101.36,1061.86,457768,538436176.0,3.69,1.14,12.22,0.82
903,2014-01-09,1076.91,1089.14,1105.13,1073.15,485518,576870544.0,2.95,0.52,5.65,0.87
904,2014-01-10,1085.37,1089.14,1101.36,1074.09,381198,450487728.0,2.5,0.0,0.0,0.68
905,2014-01-13,1087.25,1068.44,1097.6,1058.1,478875,559375168.0,3.63,-1.9,-20.7,0.86
906,2014-01-14,1065.62,1079.73,1085.37,1054.34,362427,420715248.0,2.9,1.06,11.29,0.65
907,2014-01-15,1077.85,1075.03,1081.61,1064.68,297988,346733008.0,1.57,-0.44,-4.7,0.53
908,2014-01-16,1074.09,1076.91,1087.25,1066.56,299593,350027744.0,1.92,0.17,1.88,0.54
909,2014-01-17,1070.32,1057.16,1072.21,1054.34,423514,487423216.0,1.66,-1.83,-19.75,0.76
910,2014-01-20,1057.16,1040.23,1057.16,1035.52,307220,349154112.0,2.05,-1.6,-16.93,0.55
911,2014-01-21,1042.11,1045.87,1064.68,1042.11,265795,303578624.0,2.17,0.54,5.64,0.48
912,2014-01-22,1045.87,1086.31,1092.9,1044.93,619084,723523200.0,4.59,3.87,40.44,1.11
913,2014-01-23,1084.43,1077.85,1086.31,1073.15,375535,439497024.0,1.21,-0.78,-8.46,0.67
914,2014-01-24,1072.21,1074.09,1088.2,1065.62,485283,567516080.0,2.09,-0.35,-3.76,0.87
915,2014-01-27,1064.68,1048.69,1071.27,1044.93,442997,508343008.0,2.45,-2.36,-25.4,0.79
916,2014-01-28,1054.34,1059.04,1067.5,1046.81,389683,446213136.0,1.97,0.99,10.35,0.7
917,2014-01-29,1062.8,1064.68,1072.21,1059.04,312104,361575344.0,1.24,0.53,5.64,0.56
918,2014-01-30,1063.74,1049.63,1063.74,1047.75,291413,332618208.0,1.5,-1.41,-15.05,0.52
919,2014-02-07,1042.11,1047.75,1047.75,1021.42,418757,470138336.0,2.51,-0.18,-1.88,0.75
920,2014-02-10,1047.75,1065.62,1067.5,1044.93,581226,670008704.0,2.15,1.71,17.87,1.04
921,2014-02-11,1061.86,1106.07,1137.1,1052.45,1310465,1569553136.0,7.94,3.8,40.45,2.35
922,2014-02-12,1093.84,1100.42,1124.88,1091.96,694622,831733264.0,2.98,-0.51,-5.65,1.25
923,2014-02-13,1090.08,1126.76,1153.09,1087.25,1218193,1480576864.0,5.98,2.39,26.34,2.18
924,2014-02-14,1116.41,1113.59,1123.94,1102.3,582339,701905712.0,1.92,-1.17,-13.17,1.04
925,2014-02-17,1115.47,1103.24,1122.06,1093.84,608922,727601216.0,2.53,-0.93,-10.35,1.09
926,2014-02-18,1097.6,1074.09,1099.48,1070.32,596062,700246032.0,2.64,-2.64,-29.15,1.07
927,2014-02-19,1069.38,1106.07,1118.29,1069.38,988175,1177763504.0,4.55,2.98,31.98,1.77
928,2014-02-20,1099.48,1083.49,1129.58,1082.55,766324,919006400.0,4.25,-2.04,-22.58,1.37
929,2014-02-21,1089.14,1068.44,1091.02,1066.56,479997,559681280.0,2.26,-1.39,-15.05,0.86
930,2014-02-24,1054.34,1027.06,1057.16,1025.18,667820,750803472.0,2.99,-3.87,-41.38,1.2
931,2014-02-25,1028.0,1013.89,1044.93,1012.01,548387,611611824.0,3.21,-1.28,-13.17,0.98
932,2014-02-26,1014.83,1022.36,1032.7,1012.01,407938,453164480.0,2.04,0.84,8.47,0.73
933,2014-02-27,1026.12,1034.58,1044.93,1012.95,555086,621811168.0,3.13,1.2,12.22,1.0
934,2014-02-28,1028.0,1024.24,1034.58,1000.72,446238,493549152.0,3.27,-1.0,-10.34,0.8
935,2014-03-03,1013.89,1015.77,1019.53,1005.43,427432,470295904.0,1.38,-0.83,-8.47,0.77
936,2014-03-04,1011.07,1010.13,1013.89,993.2,527585,575054320.0,2.04,-0.56,-5.64,0.95
937,2014-03-05,1001.66,983.79,1010.13,977.21,533017,575251312.0,3.26,-2.61,-26.34,0.96
938,2014-03-06,984.73,990.38,997.9,965.92,527383,564310352.0,3.25,0.67,6.59,0.95
939,2014-03-07,988.5,993.2,1006.37,985.68,488654,529718064.0,2.09,0.28,2.82,0.88
940,2014-03-10,983.79,947.11,985.68,941.47,544321,567573136.0,4.45,-4.64,-46.09,0.98
941,2014-03-11,947.11,940.53,954.64,927.36,450789,462135328.0,2.88,-0.69,-6.58,0.81
942,2014-03-12,943.35,950.87,963.1,934.89,515107,532491152.0,3.0,1.1,10.34,0.92
943,2014-03-13,963.1,970.63,992.26,952.76,626625,663461520.0,4.15,2.08,19.76,1.12
944,2014-03-14,958.4,948.05,967.8,943.35,450393,466403744.0,2.52,-2.33,-22.58,0.81
945,2014-03-17,956.52,962.16,964.98,949.93,372979,388751072.0,1.59,1.49,14.11,0.67
946,2014-03-18,962.16,953.7,965.92,948.99,431815,449377632.0,1.76,-0.88,-8.46,0.77
947,2014-03-19,950.87,940.53,950.87,932.06,363029,370332016.0,1.97,-1.38,-13.17,0.65
948,2014-03-20,938.65,927.36,945.23,922.66,454882,462702992.0,2.4,-1.4,-13.17,0.82
949,2014-03-21,924.54,992.26,1006.37,920.78,1251812,1316754800.0,9.23,7.0,64.9,2.25
950,2014-03-24,990.38,992.26,1005.43,977.21,842539,908755216.0,2.84,0.0,0.0,1.51
951,2014-03-25,990.38,974.39,994.14,970.63,415754,444839376.0,2.37,-1.8,-17.87,0.75
952,2014-03-26,980.03,983.79,988.5,968.75,360206,383229648.0,2.03,0.96,9.4,0.65
953,2014-03-27,978.15,990.38,1014.83,966.86,803134,867999456.0,4.88,0.67,6.59,1.44
954,2014-03-28,983.79,991.32,1008.25,980.97,532650,576611632.0,2.75,0.09,0.94,0.96
955,2014-03-31,997.9,990.38,1006.37,980.97,321131,346029600.0,2.56,-0.09,-0.94,0.58
956,2014-04-01,985.68,993.2,1001.66,983.79,281243,303939600.0,1.8,0.28,2.82,0.5
957,2014-04-02,992.26,1003.55,1012.95,986.62,460397,500530400.0,2.65,1.04,10.35,0.83
958,2014-04-03,1008.25,990.38,1013.89,989.44,453651,494227824.0,2.44,-1.31,-13.17,0.81
959,2014-04-04,983.79,992.26,995.08,973.45,342090,366585728.0,2.18,0.19,1.88,0.61
960,2014-04-08,991.32,1038.35,1058.1,991.32,1342921,1503024032.0,6.73,4.64,46.09,2.41
961,2014-04-09,1037.41,1029.88,1044.93,1027.06,557347,626176128.0,1.72,-0.82,-8.47,1.0
962,2014-04-10,1031.76,1045.87,1068.44,1027.06,770068,876018000.0,4.02,1.55,15.99,1.38
963,2014-04-11,1043.99,1049.63,1059.04,1035.52,593255,674562208.0,2.25,0.36,3.76,1.06
964,2014-04-14,1044.93,1038.35,1054.34,1029.88,421741,476278768.0,2.33,-1.07,-11.28,0.76
965,2014-04-15,1031.76,1009.19,1033.64,1003.55,534689,589940432.0,2.9,-2.81,-29.16,0.96
966,2014-04-16,1005.43,1011.07,1024.24,998.84,376646,414022000.0,2.52,0.19,1.88,0.68
967,2014-04-17,1013.89,1002.61,1019.53,996.02,304885,333305072.0,2.33,-0.84,-8.46,0.55
968,2014-04-18,997.9,993.2,1000.72,985.68,323544,349102656.0,1.5,-0.94,-9.41,0.58
969,2014-04-21,988.5,982.85,1002.61,980.97,298156,321959264.0,2.18,-1.04,-10.35,0.53
970,2014-04-22,984.73,1017.65,1028.94,981.91,523282,569433680.0,4.79,3.54,34.8,0.94
971,2014-04-23,1019.53,1040.23,1054.34,1019.53,1191028,1346115072.0,3.42,2.22,22.58,2.14
972,2014-04-24,1051.51,1033.64,1054.34,1023.3,634005,712292432.0,2.98,-0.63,-6.59,1.14
973,2014-04-25,1033.64,1035.52,1060.92,1022.36,714335,810796672.0,3.73,0.18,1.88,1.28
974,2014-04-28,1035.52,1014.83,1038.35,1008.25,526045,582533600.0,2.91,-2.0,-20.69,0.94
975,2014-04-29,1013.89,1027.06,1035.52,1004.49,413622,458216048.0,3.06,1.21,12.23,0.74
976,2014-04-30,1028.94,1025.18,1032.7,1020.48,259596,289386160.0,1.19,-0.18,-1.88,0.47
977,2014-05-05,1021.42,1011.07,1022.36,996.02,403271,440413664.0,2.57,-1.38,-14.11,0.72
978,2014-05-06,1004.49,1007.31,1020.48,1002.61,267771,294197728.0,1.77,-0.37,-3.76,0.48
979,2014-05-07,1003.55,997.9,1007.31,997.9,241910,263547089.0,0.93,-0.93,-9.41,0.43
980,2014-05-08,996.02,1005.43,1026.12,994.14,379621,418459584.0,3.2,0.75,7.53,0.68
981,2014-05-09,1005.43,1016.71,1024.24,1002.61,321915,354936720.0,2.15,1.12,11.28,0.58
982,2014-05-12,1026.12,1043.99,1049.63,1013.89,601992,678608672.0,3.52,2.68,27.28,1.08
983,2014-05-13,1043.05,1033.64,1045.87,1029.88,305833,344109440.0,1.53,-0.99,-10.35,0.55
984,2014-05-14,1031.76,1041.17,1053.39,1031.76,416122,471890560.0,2.09,0.73,7.53,0.75
985,2014-05-15,1040.23,1029.88,1044.93,1026.12,312628,351067760.0,1.81,-1.08,-11.29,0.56
986,2014-05-16,1029.88,1037.41,1043.99,1028.94,311773,351626480.0,1.46,0.73,7.53,0.56
987,2014-05-19,1037.41,1037.41,1038.35,1025.18,261106,292426272.0,1.27,0.0,0.0,0.47
988,2014-05-20,1035.52,1034.58,1043.99,1028.0,205766,231625054.0,1.54,-0.27,-2.83,0.37
989,2014-05-21,1030.82,1043.05,1047.75,1019.53,263168,297218368.0,2.73,0.82,8.47,0.47
990,2014-05-22,1043.05,1048.69,1074.09,1039.29,619142,713100720.0,3.34,0.54,5.64,1.11
991,2014-05-23,1049.63,1066.56,1069.38,1045.87,415356,478107232.0,2.24,1.7,17.87,0.74
992,2014-05-26,1073.15,1066.56,1073.15,1055.28,315989,365020288.0,1.68,0.0,0.0,0.57
993,2014-05-27,1061.86,1066.56,1077.85,1059.04,284408,329865264.0,1.76,0.0,0.0,0.51
994,2014-05-28,1065.62,1068.44,1071.27,1048.69,427038,491816864.0,2.12,0.18,1.88,0.77
995,2014-05-29,1067.5,1059.04,1081.61,1058.1,362238,420664544.0,2.2,-0.88,-9.4,0.65
996,2014-05-30,1058.1,1059.04,1070.32,1055.28,318773,367350848.0,1.42,0.0,0.0,0.57
997,2014-06-03,1059.04,1059.98,1076.91,1059.04,278114,322371184.0,1.69,0.09,0.94,0.5
998,2014-06-04,1059.98,1043.05,1060.92,1035.52,323890,367011920.0,2.4,-1.6,-16.93,0.58
999,2014-06-05,1040.23,1052.45,1053.39,1039.29,246291,280049632.0,1.35,0.9,9.4,0.44
1000,2014-06-06,1053.39,1047.75,1057.16,1039.29,186436,212129090.0,1.7,-0.45,-4.7,0.33
1001,2014-06-09,1044.93,1057.16,1062.8,1042.11,313522,359580576.0,1.97,0.9,9.41,0.56
1002,2014-06-10,1060.92,1082.55,1082.55,1056.22,621983,723590240.0,2.49,2.4,25.39,1.12
1003,2014-06-11,1075.97,1085.37,1091.02,1071.27,433233,509141984.0,1.82,0.26,2.82,0.78
1004,2014-06-12,1078.23,1088.38,1095.16,1075.97,367442,355905024.0,1.77,0.28,3.01,0.55
1005,2014-06-13,1087.25,1134.66,1164.0,1085.0,1239505,1246107216.0,7.26,4.25,46.28,1.85
1006,2014-06-16,1127.89,1135.79,1148.2,1123.37,878182,889629936.0,2.19,0.1,1.13,1.31
1007,2014-06-17,1126.76,1125.63,1141.43,1118.86,541848,546274864.0,1.99,-0.89,-10.16,0.81
1008,2014-06-18,1125.63,1105.31,1127.89,1099.67,538550,534087760.0,2.51,-1.81,-20.32,0.8
1009,2014-06-19,1105.31,1096.28,1114.34,1085.0,483081,474545264.0,2.65,-0.82,-9.03,0.72
1010,2014-06-20,1095.16,1104.18,1104.18,1091.77,372071,364390000.0,1.13,0.72,7.9,0.56
1011,2014-06-23,1104.18,1095.16,1115.47,1094.03,430860,423339312.0,1.94,-0.82,-9.02,0.64
1012,2014-06-24,1096.28,1098.54,1104.18,1094.03,284593,279235072.0,0.93,0.31,3.38,0.43
1013,2014-06-25,1098.54,1095.16,1099.67,1080.48,271263,263555598.0,1.75,-0.31,-3.38,0.41
1014,2014-06-26,1088.38,1100.8,1101.93,1088.38,342885,335699952.0,1.24,0.51,5.64,0.51
1015,2014-06-27,1097.41,1100.8,1106.44,1088.38,367521,359856080.0,1.64,0.0,0.0,0.55
1016,2014-06-30,1098.54,1110.96,1117.73,1097.41,447238,442037488.0,1.85,0.92,10.16,0.67
1017,2014-07-01,1110.96,1105.31,1115.47,1101.93,284944,281216688.0,1.22,-0.51,-5.65,0.43
1018,2014-07-02,1105.31,1108.7,1109.83,1099.67,286042,281857232.0,0.92,0.31,3.39,0.43
1019,2014-07-03,1108.7,1116.6,1119.99,1101.93,446905,443709920.0,1.63,0.71,7.9,0.67
1020,2014-07-04,1117.73,1110.96,1122.24,1105.31,342311,339852544.0,1.52,-0.51,-5.64,0.51
1021,2014-07-07,1110.96,1105.31,1113.21,1098.54,343062,337859952.0,1.32,-0.51,-5.65,0.51
1022,2014-07-08,1103.06,1113.21,1113.21,1095.16,346087,341179824.0,1.63,0.71,7.9,0.52
1023,2014-07-09,1112.09,1081.61,1112.09,1073.71,587891,573417344.0,3.45,-2.84,-31.6,0.88
1024,2014-07-10,1082.74,1083.87,1090.64,1077.1,360258,348040176.0,1.25,0.21,2.26,0.54
1025,2014-07-11,1082.74,1083.87,1087.25,1080.48,318320,307776976.0,0.62,0.0,0.0,0.48
1026,2014-07-14,1085.0,1089.51,1089.51,1072.58,463116,446246576.0,1.56,0.52,5.64,0.69
1027,2014-07-16,1087.25,1077.1,1088.38,1066.94,617703,592431488.0,1.97,-1.14,-12.41,0.92
1028,2014-07-17,1075.97,1074.84,1078.23,1068.07,320073,306409296.0,0.94,-0.21,-2.26,0.48
